cdata_datasetID,cdata_coreName,cdata_altCoreName,cdata_collectTime,cdata_minYear,cdata_maxYear,cdata_archiveSpecies,cdata_isDatabaseDuplicate,cdata_dataCoverageGroup,cdata_coralNotes,geo_latitude,geo_longitude,geo_siteName,geo_siteName2,geo_elevation,geo_elevationNotes,dating_refDate,dating_UThDate,dating_14CDate,dating_notes,meths_primaryVariablesList,meths_additionalVariablesList,meths_TEMethod,meths_TEMethodMachine,meths_isotopeMethod,meths_isotopeMethodMachine,meths_luminMethod,meths_luminMethodMachine,meths_altMethodInfo,meths_methodNotes,meths_hasResolutionNominal,meths_resolutionMin,meths_resolutionMax,meths_resolutionMean,meths_resolutionMedian,meths_resolutionMode,meths_isAnomaly,cdata_chronologyNotes,meths_coralExtensionRate,meths_coralExtensionRateNotes,meths_tissueThickness,meths_jcpMeasured,meths_jcpSrCaValue,meths_SrCaAnalyticalPrecision,meths_SrCaAnalyticalPrecisionUnits,meths_UCaAnalyticalPrecision,meths_UCaAnalyticalPrecisionUnits,meths_d18OAnalyticalPrecision,meths_d18OAnalyticalPrecisionUnits,meths_altPrecisionList,meths_altAnalyticalPrecision,meths_altAnalyticalPrecisionUnits,meths_archiveDiagenesisCheck,calib_isSSTCalibration,calib_useSSTCalibration,calib_hasAlternateCalibration,calib_notes,calib_isComposite,calib_compositeList,calib_SSTdata,calib_fitPeriod,calib_hasCentredEquation,calib_centredEquationNotes,calib_method,calib1_equationIntercept,calib1_equationSlope,calib1_equationSlopeUncertainty,calib1_equationR2,calib2_equationIntercept,calib2_equationSlope,calib2_equationSlopeUncertainty,calib2_equationR2,calib3_equationIntercept,calib3_equationSlope,calib3_equationSlopeUncertainty,calib3_equationR2,pub1_firstauthor,pub1_year,pub1_doi,pub1_citation,pub1_authors,pub1_title,pub1_journal,pub1_doiData,pub_altDataURL,pub2_firstauthor,pub2_year,pub2_doi,pub2_citation,pub2_authors,pub2_title,pub2_journal,pub2_altDataURL,pub3_firstauthor,pub3_year,pub3_doi,pub3_citation,pub3_authors,pub3_title,pub3_journal,pub3_altDataUrl,pub_isCoreIDOtherStudy,pub_coreIDOtherStudyList
ER20HAV01,HAV01A,NA,1987,1681,1987,Porites lutea,T,1,,-18.837,146.548,Havannah Island,,-2.5,2.5 m water depth at top Lough et al. 2015,NA,NA,NA,NA,d15N,,NA,NA,IRMS,Thermo Delta V Plus Isotope Ratio Mass Spectrometer,NA,NA,NA,Approx. 100 mg collected from coral central growth axis using a small drill and a 2mm diameter carbide engraving bit. Samples were collected from each high and each low density band. Additional samples were collected from the low density bands where extension >10 mm (i.e. minimum of two and maximum of three samples per year of growth).,biannual_uneven,1,4,2,2,2,F,Based on previously determined chronologies of the same cores.,NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,d15N,0.4,permil,No,F,F,F,No calibration applied,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erler, D. V.",2020,10.1038/s41467-020-15278-w,"Erler, D.V., Farid, H.T., Glaze, T.D., Carlson-Perret, N.L. & Lough, J.M. (2020), ‘Coral skeletons reveal the history of nitrogen cycling in the coastal Great Barrier Reef’, Nature Communications, vol. 11, no. 1, p. 1500, 10.1038/s41467-020-15278-w","Erler, D.V., Farid, H.T., Glaze, T.D., Carlson-Perret, N.L. & Lough, J.M.",Coral skeletons reveal the history of nitrogen cycling in the coastal Great Barrier Reef,Nature Communications,,,,,,,,,,,,,,,,,,,T,De'ath et al. 2009; D'Olivo et al. 2022; Hendy et al. 2002; Hendy et al. 2003a; Hendy et al. 2003b; Hendy et al. 2012; Isdale et al. 1998; Lough 2007; Lough 2011a; Lough & Barnes 1997; Lough et al. 2015; McCulloch et al. 2003; Palmer et al. 2015
ER20HAV02,Hav33b,NA,2012,1982,2012,Porites lutea,F,2,,-18.837,146.548,Havannah Island,,-3,3 m depth to top HAV33,NA,NA,NA,NA,d15N,,NA,NA,IRMS,Thermo Delta V Plus Isotope Ratio Mass Spectrometer,NA,NA,NA,Approx. 100 mg collected from coral central growth axis using a small drill and a 2mm diameter carbide engraving bit. Samples were collected from each high and each low density band. Additional samples were collected from the low density bands where extension >10 mm (i.e. minimum of two and maximum of three samples per year of growth).,biannual_uneven,1,3,2,2,2,F,Based on previously determined chronologies of the same cores.,NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,d15N,0.4,permil,No,F,F,F,No calibration applied,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erler, D. V.",2020,10.1038/s41467-020-15278-w,"Erler, D.V., Farid, H.T., Glaze, T.D., Carlson-Perret, N.L. & Lough, J.M. (2020), ‘Coral skeletons reveal the history of nitrogen cycling in the coastal Great Barrier Reef’, Nature Communications, vol. 11, no. 1, p. 1500, 10.1038/s41467-020-15278-w","Erler, D.V., Farid, H.T., Glaze, T.D., Carlson-Perret, N.L. & Lough, J.M.",Coral skeletons reveal the history of nitrogen cycling in the coastal Great Barrier Reef,Nature Communications,,,,,,,,,,,,,,,,,,,F,NA
ER20PAN01,Pan04b,NA,1985,1863,1985,Porites lutea,F,1,,-18.815,146.436,Pandora Reef,,NA,None,NA,NA,NA,NA,d15N,,NA,NA,IRMS,Thermo Delta V Plus Isotope Ratio Mass Spectrometer,NA,NA,NA,Approx. 100 mg collected from coral central growth axis using a small drill and a 2mm diameter carbide engraving bit. Samples were collected from each high and each low density band. Additional samples were collected from the low density bands where extension >10 mm (i.e. minimum of two and maximum of three samples per year of growth).,biannual_uneven,1,3,1.96,2,2,F,Based on previously determined chronologies of the same cores.,NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,d15N,0.4,permil,No,F,F,F,No calibration applied,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erler, D. V.",2020,10.1038/s41467-020-15278-w,"Erler, D.V., Farid, H.T., Glaze, T.D., Carlson-Perret, N.L. & Lough, J.M. (2020), ‘Coral skeletons reveal the history of nitrogen cycling in the coastal Great Barrier Reef’, Nature Communications, vol. 11, no. 1, p. 1500, 10.1038/s41467-020-15278-w","Erler, D.V., Farid, H.T., Glaze, T.D., Carlson-Perret, N.L. & Lough, J.M.",Coral skeletons reveal the history of nitrogen cycling in the coastal Great Barrier Reef,Nature Communications,,,,,,,,,,,,,,,,,,,T,De'ath et al. 2009; Lough 2007; Lough & Barnes 1997
ER20PAN02,Pan22b,NA,2005,1975,2005,Porites lutea,F,2,,-18.815,146.436,Pandora Reef,,-4.6,4.6 m distance from surface,NA,NA,NA,NA,d15N,,NA,NA,IRMS,Thermo Delta V Plus Isotope Ratio Mass Spectrometer,NA,NA,NA,Approx. 100 mg collected from coral central growth axis using a small drill and a 2mm diameter carbide engraving bit. Samples were collected from each high and each low density band. Additional samples were collected from the low density bands where extension >10 mm (i.e. minimum of two and maximum of three samples per year of growth).,biannual,2,2,2,2,2,F,Based on previously determined chronologies of the same cores.,NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,d15N,0.4,permil,No,F,F,F,No calibration applied,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erler, D. V.",2020,10.1038/s41467-020-15278-w,"Erler, D.V., Farid, H.T., Glaze, T.D., Carlson-Perret, N.L. & Lough, J.M. (2020), ‘Coral skeletons reveal the history of nitrogen cycling in the coastal Great Barrier Reef’, Nature Communications, vol. 11, no. 1, p. 1500, 10.1038/s41467-020-15278-w","Erler, D.V., Farid, H.T., Glaze, T.D., Carlson-Perret, N.L. & Lough, J.M.",Coral skeletons reveal the history of nitrogen cycling in the coastal Great Barrier Reef,Nature Communications,,,,,,,,,,,,,,,,,,,T,Cantin & Lough 2014; De'ath et al. 2009
FA01PAN01,Pandora 1-98,Pandora 1-98b,1998-10,1996,1998,Porites sp.,T,3,"Located 18.814S, 146.43E for reef centre from GBRMPA reefs & shoals shapefile.",-18.8,146.4,Pandora Reef,,-2,2m,NA,NA,NA,NA,BaCa; BCa; MgCa; SrCa; UCa,Dist,LA-ICP-MS,ArF excimer laser (193 nm wavelength) connected to a modified VG Elemental PQ2+,NA,NA,NA,NA,NA,Laser 50·500 um rectangle on the coral surface; discretely averaged at approx. 0.25 mm. Pressed coral powder standard.,weekly_uneven,44,96,70,70,96,F,Method not stated. Used Orpheus-IGOSS composite SSTs.,NA,None,NA,F,NA,1.6,%,3.9,%,NA,NA,BCa; BaCa; MgCa,3.8; 4.2; 4.2,%; %; %,No,F,F,F,No calibration applied,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fallon, S. J.",2000,10.25911/5d778a502c764,"Fallon, S.J. (2000), 'Environmental Records from Corals and Coralline Sponges', PhD thesis, Australian National University, 10.25911/5d778a502c764","Fallon, S.J.",Environmental Records from Corals and Coralline Sponges,PhD thesis,,10.25911/5d778a502c764,,,,,,,,,,,,,,,,,F,NA
FA03DAV01,Davies 2,NA,1993-10,1986,1993,Porites mayeri,T,3,"Latitude and longitude for reef taken from Alibert et al. 2003. Located 18.82S, 147.64E for reef centre from GBRMPA reefs & shoals shapefile.",-18.8,147.7,Davies Reef,,-3.1,3.1m,NA,NA,NA,NA,BaCa; BCa; MgCa; Mn; SrCa; UCa,Dist,LA-ICP-MS,ArF excimer laser (193 nm wavelength) connected to a modified VG Elemental PQ2+,NA,NA,NA,NA,NA,Laser 50·500 um rectangle on the coral surface; discretely averaged at approx. 0.25 mm. Pressed coral powder standard.,fortnightly_uneven,32,44,37,36,36,F,Method not stated. Used Davies-IGOSS composite SSTs.,NA,None,NA,F,NA,1.6,%,3.9,%,NA,NA,BCa; BaCa; MgCa,3.8; 4.2; 4.3,%; %; %,No,T,T,T,,F,NA,IGOSS-AIMS logger composite,1986-1993,F,NA,OLS,10.39,-0.0602,0.053,0.7056,0.001806,-0.0000286,0.000019,0.36,NA,NA,NA,NA,"Fallon, S. J.",2003,10.1007/s00338-003-0322-5,"Fallon, S.J., McCulloch, M.T. & Alibert, C. (2003), 'Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison', Coral Reefs, vol. 22, no. 4, pp. 389-404, doi: 10.1007/s00338-003-0322-5","Fallon, S.J., McCulloch, M.T. & Alibert, C. ",Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison,Coral Reefs,,10.25911/5d778a502c764,"Fallon, S. J.",2000,10.25911/5d778a502c764,"Fallon, S.J. (2000), ‘Environmental Records from Corals and Coralline Sponges’, PhD thesis, Australian National University, 10.25911/5d778a502c764","Fallon, S.J.",Environmental Records from Corals and Coralline Sponges,PhD thesis,10.25911/5d778a502c764,,,,,,,,,T,Alibert & McCulloch 1997; Alibert et al. 2003; Fallon 2000
FA03DAV02,Davies 8,NA,1993-10,1990,1993,Porites sp.,F,3,"Latitude and longitude for reef taken from Alibert et al. 2003. Located 18.82S, 147.64E for reef centre from GBRMPA reefs & shoals shapefile.",-18.8,147.7,Davies Reef,,-6.8,6.8m,NA,NA,NA,NA,BaCa; BCa; MgCa; Mn; SrCa; UCa,Dist,LA-ICP-MS,ArF excimer laser (193 nm wavelength) connected to a modified VG Elemental PQ2+,NA,NA,NA,NA,NA,Laser 50·500 um rectangle on the coral surface; discretely averaged at approx. 0.25 mm. Pressed coral powder standard.,fortnightly_uneven,38,44,41,41,38,F,Method not stated. Used Davies-IGOSS composite SSTs.,NA,None,NA,F,NA,1.6,%,3.9,%,NA,NA,BCa; BaCa; MgCa,3.8; 4.2; 4.4,%; %; %,No,T,T,T,,F,NA,IGOSS-AIMS logger composite,1986-1993,F,NA,OLS,10.73,-0.0707,0.028,0.8281,0.00202,-0.0000398,0.000024,0.6084,NA,NA,NA,NA,"Fallon, S. J.",2003,10.1007/s00338-003-0322-5,"Fallon, S.J., McCulloch, M.T. & Alibert, C. (2003), 'Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison', Coral Reefs, vol. 22, no. 4, pp. 389-404, doi: 10.1007/s00338-003-0322-5","Fallon, S.J., McCulloch, M.T. & Alibert, C. ",Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison,Coral Reefs,,10.25911/5d778a502c764,"Fallon, S. J.",2000,10.25911/5d778a502c764,"Fallon, S.J. (2000), ‘Environmental Records from Corals and Coralline Sponges’, PhD thesis, Australian National University, 10.25911/5d778a502c764","Fallon, S.J.",Environmental Records from Corals and Coralline Sponges,PhD thesis,10.25911/5d778a502c764,,,,,,,,,T,Alibert & McCulloch 1997; Fallon 2000
FA03HAV01,Havannah Island,NA,1998-10,1993,1998,Porites sp.,F,3,Latitude and longitude inferred for reef from GBRMPA reefs & shoals shapefile. Coral head collected from site near entrance of prominent gutter at northeastern end of reef.,-18.843,146.537,Havannah Island,,-2.5,2.5m,NA,NA,NA,NA,BaCa; BCa; MgCa; Mn; SrCa; UCa,Dist,LA-ICP-MS,ArF excimer laser (193 nm wavelength) connected to a modified VG Elemental PQ2+,NA,NA,NA,NA,NA,Laser 50·500 um rectangle on the coral surface; discretely averaged at approx. 0.25 mm. Pressed coral powder standard.,weekly_uneven,61,75,66.4,65,61,F,Method not stated. Used Orpheus-IGOSS composite SSTs.,NA,None,NA,F,NA,1.6,%,3.9,%,NA,NA,BCa; BaCa; MgCa,3.8; 4.2; 4.5,%; %; %,No,T,T,T,,F,NA,GBRMPA logger,1993-1998,F,NA,OLS,10.11,-0.0412,0.102,0.25,0.002165,-0.0000294,0.000027,0.2809,NA,NA,NA,NA,"Fallon, S. J.",2003,10.1007/s00338-003-0322-5,"Fallon, S.J., McCulloch, M.T. & Alibert, C. (2003), 'Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison', Coral Reefs, vol. 22, no. 4, pp. 389-404, doi: 10.1007/s00338-003-0322-5","Fallon, S.J., McCulloch, M.T. & Alibert, C. ",Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison,Coral Reefs,,10.25911/5d778a502c764,"Fallon, S. J.",2000,10.25911/5d778a502c764,"Fallon, S.J. (2000), ‘Environmental Records from Corals and Coralline Sponges’, PhD thesis, Australian National University, 10.25911/5d778a502c764","Fallon, S.J.",Environmental Records from Corals and Coralline Sponges,PhD thesis,10.25911/5d778a502c764,,,,,,,,,T,Fallon 2000
FA03MYR01,Myrmidon 2,Myr-2,1996-07,1988,1996,Porites sp.,T,3,Latitude and longitude inferred for reef from GBRMPA reefs & shoals shapefile. Coral head collected from site near entrance of prominent gutter at northeastern end of reef.,-18.266,147.383,Myrmidon Reef,,-8,8m,NA,NA,NA,NA,BaCa; BCa; MgCa; Mn; SrCa; UCa,Dist,LA-ICP-MS,ArF excimer laser (193 nm wavelength) connected to a modified VG Elemental PQ2+,NA,NA,NA,NA,NA,Laser 50·500 um rectangle on the coral surface; discretely averaged at approx. 0.25 mm. Pressed coral powder standard.,fortnightly_uneven,15,27,23.43,25,26,F,Method not stated. Used Myrmidon-IGOSS composite SSTs.,8,7.5 - 10.5 mm/year. Most of coral average of 8.0 mm/year.,NA,F,NA,1.6,%,3.9,%,NA,NA,BCa; BaCa; MgCa,3.8; 4.2; 4.6,%; %; %,No,T,T,T,,F,NA,IGOSS-AIMS logger composite,1988-1996,F,NA,OLS,10.42,-0.0565,0.094,0.6241,0.00146,-0.00001469,0.000019,0.1369,NA,NA,NA,NA,"Fallon, S. J.",2003,10.1007/s00338-003-0322-5,"Fallon, S.J., McCulloch, M.T. & Alibert, C. (2003), 'Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison', Coral Reefs, vol. 22, no. 4, pp. 389-404, doi: 10.1007/s00338-003-0322-5","Fallon, S.J., McCulloch, M.T. & Alibert, C. ",Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison,Coral Reefs,,10.25911/5d778a502c764,"Fallon, S. J.",2000,10.25911/5d778a502c764,"Fallon, S.J. (2000), ‘Environmental Records from Corals and Coralline Sponges’, PhD thesis, Australian National University, 10.25911/5d778a502c764","Fallon, S.J.",Environmental Records from Corals and Coralline Sponges,PhD thesis,10.25911/5d778a502c764,,,,,,,,,T,Fallon 2000; Marshall & McCulloch 2002
FA03ORP01,Orpheus Island,NA,None,1989,1992,Porites sp.,F,3,Latitude and longitude inferred for reef from GBRMPA reefs & shoals shapefile,-18.634,146.495,Orpheus Island,,-2.5,2.5m,NA,NA,NA,NA,BaCa; BCa; MgCa; Mn; SrCa; UCa,Dist,LA-ICP-MS,ArF excimer laser (193 nm wavelength) connected to a modified VG Elemental PQ2+,NA,NA,NA,NA,NA,Laser 50·500 um rectangle on the coral surface; discretely averaged at approx. 0.25 mm. Pressed coral powder standard.,fortnightly_uneven,41,52,47.33,49,49,F,Method not stated. Used Orpheus-IGOSS composite SSTs.,NA,None,NA,F,NA,1.6,%,3.9,%,NA,NA,BCa; BaCa; MgCa,3.8; 4.2; 4.7,%; %; %,No,T,T,T,,F,NA,IGOSS-AIMS logger composite,1989-1992,F,NA,OLS,10.23,-0.052,0.078,0.6241,0.002001,-0.0000351,0.000021,0.6084,NA,NA,NA,NA,"Fallon, S. J.",2003,10.1007/s00338-003-0322-5,"Fallon, S.J., McCulloch, M.T. & Alibert, C. (2003), 'Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison', Coral Reefs, vol. 22, no. 4, pp. 389-404, doi: 10.1007/s00338-003-0322-5","Fallon, S.J., McCulloch, M.T. & Alibert, C. ",Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison,Coral Reefs,,10.25911/5d778a502c764,"Fallon, S. J.",2000,10.25911/5d778a502c764,"Fallon, S.J. (2000), ‘Environmental Records from Corals and Coralline Sponges’, PhD thesis, Australian National University, 10.25911/5d778a502c764","Fallon, S.J.",Environmental Records from Corals and Coralline Sponges,PhD thesis,10.25911/5d778a502c764,,,,,,,,,T,Fallon 2000
FA03PAN01,Pandora 1-98,Pandora 1-98a,1998-10,1990,1998,Porites sp.,T,3,Latitude and longitude for reef taken from Alibert et al. 2003. ,-18.8,146.4,Pandora Reef,,-2,2m,NA,NA,NA,NA,BaCa; BCa; MgCa; Mn; SrCa; UCa,Dist,LA-ICP-MS,ArF excimer laser (193 nm wavelength) connected to a modified VG Elemental PQ2+,NA,NA,NA,NA,NA,Laser 50·500 um rectangle on the coral surface; discretely averaged at approx. 0.25 mm. Pressed coral powder standard.,weekly_uneven,39,56,48,49,53,F,Method not stated. Used Orpheus-IGOSS composite SSTs.,NA,None,NA,F,NA,1.6,%,3.9,%,NA,NA,BCa; BaCa; MgCa,3.8; 4.2; 4.8,%; %; %,No,T,T,T,,F,NA,GBRMPA logger,1990-1998,F,NA,OLS,10.62,-0.0652,0.067,0.6889,0.00236,-0.0000431,0.000022,0.6241,NA,NA,NA,NA,"Fallon, S. J.",2003,10.1007/s00338-003-0322-5,"Fallon, S.J., McCulloch, M.T. & Alibert, C. (2003), 'Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison', Coral Reefs, vol. 22, no. 4, pp. 389-404, doi: 10.1007/s00338-003-0322-5","Fallon, S.J., McCulloch, M.T. & Alibert, C. ",Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison,Coral Reefs,,10.25911/5d778a502c764,"Fallon, S. J.",2000,10.25911/5d778a502c764,"Fallon, S.J. (2000), ‘Environmental Records from Corals and Coralline Sponges’, PhD thesis, Australian National University, 10.25911/5d778a502c764","Fallon, S.J.",Environmental Records from Corals and Coralline Sponges,PhD thesis,10.25911/5d778a502c764,,,,,,,,,T,Fallon 2000
FA03WHE01,Wheeler Reef,NA,1985-08,1982,1985,Porites sp.,F,3,Latitude and longitude inferred for reef from GBRMPA reefs & shoals shapefile,-18.799,147.528,Wheeler Reef,,NaN,-,NA,NA,NA,NA,BaCa; BCa; MgCa; SrCa; UCa,Dist,LA-ICP-MS,ArF excimer laser (193 nm wavelength) connected to a modified VG Elemental PQ2+,NA,NA,NA,NA,NA,Laser 50·500 um rectangle on the coral surface; discretely averaged at approx. 0.25 mm. Pressed coral powder standard.,weekly_uneven,52,52,52,52,52,F,Method not stated. Used Davies-IGOSS composite SSTs.,NA,None,NA,F,NA,1.6,%,3.9,%,NA,NA,BCa; BaCa; MgCa,3.8; 4.2; 4.9,%; %; %,No,T,T,T,,F,NA,IGOSS-AIMS logger composite,1982-1985,F,NA,OLS,10.35,-0.0595,0.094,0.6724,0.00203,-0.0000364,0.000025,0.6241,NA,NA,NA,NA,"Fallon, S. J.",2003,10.1007/s00338-003-0322-5,"Fallon, S.J., McCulloch, M.T. & Alibert, C. (2003), 'Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison', Coral Reefs, vol. 22, no. 4, pp. 389-404, doi: 10.1007/s00338-003-0322-5","Fallon, S.J., McCulloch, M.T. & Alibert, C. ",Examining water temperature proxies in Porites corals from the Great Barrier Reef: a cross-shelf comparison,Coral Reefs,,10.25911/5d778a502c764,"Fallon, S. J.",2000,10.25911/5d778a502c764,"Fallon, S.J. (2000), ‘Environmental Records from Corals and Coralline Sponges’, PhD thesis, Australian National University, 10.25911/5d778a502c764","Fallon, S.J.",Environmental Records from Corals and Coralline Sponges,PhD thesis,10.25911/5d778a502c764,,,,,,,,,T,Alibert & McCulloch 1997; Fallon 2000
HE02GBR01,NA,NA,NA,1565,1985,Porites sp.,F,1,"Composite record of centred (mean subtracted) data for 7-8 coral cores (KMN-03B-01, BRO-01A-02, BRT-01A-03, BRT-01B-01, HAV-01A-02, PAN-08B-02, GPI-02A-01, LOD-01A-01) from central GBR. For core information see Hendy et al. 2003.",-17.78,146.13,Central GBR,,NA,NA,NA,NA,NA,NA,d18O; SrCa; UCa,d18Osw,ID-TIMS,Finnigan MAT 261 TIMS,IRMS,Finnigan MAT 251 mass spectrometer with an individual-carbonate Kiel device attached,NA,NA,UCa; ID-ICP-MS; Fisons PQ II ICP-MS,Five-year bulk increments milled from 2 mm sampling grooves. Diagenesis check information from Hendy et al. 2007.,>annual,0.1,0.2,0.2,0.2,0.2,T,Growth bands and luminescence.,NA,None,NA,F,NA,0.003,mmol/mol,0.000005,mmol/mol,0.04,permil,NA,NA,NA,Yes; SEM,F,T,F,"Conversion on 7-8 core average centred (mean 1860-1985) data. SrCa-SST calibration based on Alibert & McCulloch 1997, and UCa-SST calibration based on Min et al. 1995, d18Osw uses -0.18 per degrees Celsius. SST anomalies verified against GISST2.2",T,"KMN-03B-01, BRO-01A-02, BRT-01A-03, BRT-01B-01, HAV-01A-02, PAN-08B-02, GPI-02A-01, LOD-01A-01",NA,NA,T,Method NA; SrCa = -0.0615*SST; r2 = NA; UCa =- 0.00223*SST; r2 = NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hendy E. J.,2002,10.1126/science.1067693,"Hendy, E.J., Gagan, M.K., Alibert, C.A., McCulloch, M.T., Lough, J.M. & Isdale, P.J. (2002), 'Abrupt Decrease in Tropical Pacific Sea Surface Salinity at End of Little Ice Age', Science, vol. 295, no. 5559, p. 1511, doi: 10.1126/science.1067693","Hendy, E.J., Gagan, M.K., Alibert, C.A., McCulloch, M.T., Lough, J.M. & Isdale, P.J.",Abrupt Decrease in Tropical Pacific Sea Surface Salinity at End of Little Ice Age,Science,10.25921/wbae-7x06,,"Hendy, E.J.",2007,10.1029/2007pa001462,"Hendy, E.J., Gagan, M.K., Lough, J.M., McCulloch, M. & deMenocal, P.B. (2007), 'Impact of skeletal dissolution and secondary aragonite on trace element and isotopic climate proxies in Porites corals', Paleoceanography, vol. 22, no. 4, 10.1029/2007pa001462","Hendy, E.J., Gagan, M.K., Lough, J.M., McCulloch, M. & deMenocal, P.B.",Impact of skeletal dissolution and secondary aragonite on trace element and isotopic climate proxies in Porites corals,Paleoceanography,,,,,,,,,,T,Hendy et al. 2003a; Hendy et al. 2003b; Hendy et al. 2007
HE03GBR01,NA,NA,NA,1612,1985,Porites sp.,F,1,"Composite record of normalised data for 8 coral cores (KMN-03B-01, BRO-01A-02, BRT-01A-03, BRT-01B-01, HAV-01A-02, PAN-08B-02, GPI-02A-01, LOD-01A-01) from central GBR. For core information see Hendy et al. 2003.",-17.78,146.13,Central GBR,,NA,NA,NA,NA,NA,NA,LuminInd,,NA,NA,NA,NA,Visual indices,NA,NA,Visual assessment of luminescent lines. Diagenesis check information from Hendy et al. 2007.,annual,1,1,1,1,1,F,Growth bands and luminescent banding were used independently to assign and cross-check dating.,NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hendy E. J.,2003,10.1191/0959683603hl606rp,"Hendy, E.J., Gagan, M.K. & Lough, J.M. (2003), 'Chronological control of coral records using luminescent lines and evidence for non-stationary ENSO teleconnections in northeast Australia', The Holocene, vol. 13, no. 2, pp. 187-199, 10.1191/0959683603hl606rp","Hendy, E.J., Gagan, M.K. & Lough, J.M.",Chronological control of coral records using luminescent lines and evidence for non-stationary ENSO teleconnections in northeast Australia,The Holocene,10.25921/2y3z-s846,,,,,,,,,,,,,,,,,,T,Hendy et al. 2002; Hendy et al. 2007
HE03GPI01,GPI-02A-01,GPI02A,1986-02,1880,1985,Porites sp.,T,1,One part of composite record of luminescence indices for 8 coral cores from central GBR. For core information see Hendy et al. 2003.,-18.733,146.567,Great Palm Island,,NA,None,NA,NA,NA,NA,LuminInd,,NA,NA,NA,NA,Visual indices,NA,NA,Visual assessment of luminescent lines. Diagenesis check information from Hendy et al. 2007.,annual,1,1,1,1,1,F,Growth bands and luminescent banding were used independently to assign and cross-check dating.,NA,None,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes; SEM,F,F,F,,F,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hendy E. J.,2003,10.1191/0959683603hl606rp,"Hendy, E.J., Gagan, M.K. & Lough, J.M. (2003), 'Chronological control of coral records using luminescent lines and evidence for non-stationary ENSO teleconnections in northeast Australia', The Holocene, vol. 13, no. 2, pp. 187-199, 10.1191/0959683603hl606rp","Hendy, E.J., Gagan, M.K. & Lough, J.M.",Chronological control of coral records using luminescent lines and evidence for non-stationary ENSO teleconnections in northeast Australia,The Holocene,,10.25921/2y3z-s846,"Lough, J.M.",2007,10.1029/2006pa001377,"Lough, J.M. (2007), 'Tropical river flow and rainfall reconstructions from coral luminescence: Great Barrier Reef, Australia', Paleoceanography, vol. 22, no. 2, 10.1029/2006pa001377.","Lough, J.M.","Tropical river flow and rainfall reconstructions from coral luminescence: Great Barrier Reef, Australia",Paleoceanography,,"Leonard, N. J.",2016,10.1002/2016PA002967,"Leonard, N.D., Welsh, K.J., Lough, J.M., Feng, Y.x., Pandolfi, J.M., Clark, T.R. & Zhao, J.x. (2016), ‘Evidence of reduced mid-Holocene ENSO variance on the Great Barrier Reef, Australia’, Paleoceanography, vol. 31, no. 9, pp. 1248-1260, 10.1002/2016PA002967","Leonard, N.D., Welsh, K.J., Lough, J.M., Feng, Y.x., Pandolfi, J.M., Clark, T.R. & Zhao, J.x.","Evidence of reduced mid-Holocene ENSO variance on the Great Barrier Reef, Australia",Paleoceanography,,T,De'ath et al. 2009; Hendy et al. 2002; Hendy et al. 2003a; Hendy et al. 2003b; Hendy et al. 2007; Leonard et al. 2016; Lough 2007; Lough 2011a; Lough & Barnes 1997
